test	suite	comparison	rtl_result	spike_status	rtl_exit_status	spike_exit_code	rtl_tohost_exit	rtl_campaign	rtl_log	spike_log	binary	sha256	reference_elf_hash_evidence
rv64uf-p-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fclass/simulation.log	spike/logs/rv64uf-p-fclass.log	isa-build/rv64uf-p-fclass	dfeab4d96663c6357658afae30948142df54612cb656c6303a783607c80062c9	BUILD_HASH_ONLY
rv64uf-p-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fcmp/simulation.log	spike/logs/rv64uf-p-fcmp.log	isa-build/rv64uf-p-fcmp	7d9fb7d5b829eb9a27b87d7f3af965c769f351c4fbd72ffbb4d77c08fe13372f	BUILD_HASH_ONLY
rv64uf-p-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fcvt/simulation.log	spike/logs/rv64uf-p-fcvt.log	isa-build/rv64uf-p-fcvt	2b69c6397308fc4b063c70c6d819f48e31737ae5134b0d6dc8c2ea33fc2faa4e	BUILD_HASH_ONLY
rv64uf-p-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fcvt_w/simulation.log	spike/logs/rv64uf-p-fcvt_w.log	isa-build/rv64uf-p-fcvt_w	1f12ced958885702bdafcdf3f75fb4d69aafe48575b4dc31dbf7bc58fc108a8d	BUILD_HASH_ONLY
rv64uf-p-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fdiv/simulation.log	spike/logs/rv64uf-p-fdiv.log	isa-build/rv64uf-p-fdiv	70e95f4a04d0b930ef246fd73418f3857345083b379ab4c66a9fc2f569860ef3	BUILD_HASH_ONLY
rv64uf-p-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fmadd/simulation.log	spike/logs/rv64uf-p-fmadd.log	isa-build/rv64uf-p-fmadd	3d3faf4fd8470663ef4a4fb5f5307d6205a4d782c06cd69a19736dac0580fda0	BUILD_HASH_ONLY
rv64uf-p-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fmin/simulation.log	spike/logs/rv64uf-p-fmin.log	isa-build/rv64uf-p-fmin	dd65c30b7fa59f3904a062b93f5e421a8517f35f4f409fd2304749539392d984	BUILD_HASH_ONLY
rv64uf-p-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-ldst/simulation.log	spike/logs/rv64uf-p-ldst.log	isa-build/rv64uf-p-ldst	1d0281f811e21992a83f4525a8ba8e93f72ce37ca34ef77729bc37c5ca4b0cf6	BUILD_HASH_ONLY
rv64uf-p-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-move/simulation.log	spike/logs/rv64uf-p-move.log	isa-build/rv64uf-p-move	9c7db931bafece0e94a9ecc5be0965aa6bb3d667fde5d2998db6b72740c72969	BUILD_HASH_ONLY
rv64uf-p-recoding	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-recoding/simulation.log	spike/logs/rv64uf-p-recoding.log	isa-build/rv64uf-p-recoding	cc22f378ab04d4681066fc9728a028399371c0288f4e85a3797909cd9ee4fdaf	BUILD_HASH_ONLY
rv64uf-v-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fadd/simulation.log	spike/logs/rv64uf-v-fadd.log	isa-build/rv64uf-v-fadd	3831e91c957e9ede983f53a7f14581f82e5a4058ce7427e64528084b313158bb	BUILD_HASH_ONLY
rv64uf-v-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fclass/simulation.log	spike/logs/rv64uf-v-fclass.log	isa-build/rv64uf-v-fclass	494fa5a9910610ced2ee338ff924a7533755aea00513cd6a59d054e588c0769d	BUILD_HASH_ONLY
rv64uf-v-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fcmp/simulation.log	spike/logs/rv64uf-v-fcmp.log	isa-build/rv64uf-v-fcmp	27f408a20f137d2b40586d93a84416f67c1bda4a0c188324f284ce7d4da48b85	BUILD_HASH_ONLY
rv64uf-v-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fcvt/simulation.log	spike/logs/rv64uf-v-fcvt.log	isa-build/rv64uf-v-fcvt	7fd4daa9e53d159362ebf97ed4fbd33a1cc30a933d6f5d84421037816dc2780a	BUILD_HASH_ONLY
rv64uf-v-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fcvt_w/simulation.log	spike/logs/rv64uf-v-fcvt_w.log	isa-build/rv64uf-v-fcvt_w	ff0302c7112be6258bf85b0fef7c8dd9e557df82e334e63cd4d22eef6075dfa0	BUILD_HASH_ONLY
rv64uf-v-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fdiv/simulation.log	spike/logs/rv64uf-v-fdiv.log	isa-build/rv64uf-v-fdiv	57d8e413f283c164f9a19c313eb8cb216b547d2412ebdb321b383cd574b18838	BUILD_HASH_ONLY
rv64uf-v-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fmadd/simulation.log	spike/logs/rv64uf-v-fmadd.log	isa-build/rv64uf-v-fmadd	d1a60a31c0710877cce5a24a389780123324bc3f5e4e8263235ee677a24637a3	BUILD_HASH_ONLY
rv64uf-v-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-fmin/simulation.log	spike/logs/rv64uf-v-fmin.log	isa-build/rv64uf-v-fmin	80e05c90a57eedff722cf1f6520f13cfd7ae5bfb7a28555a2caea82890387c9f	BUILD_HASH_ONLY
rv64uf-v-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-ldst/simulation.log	spike/logs/rv64uf-v-ldst.log	isa-build/rv64uf-v-ldst	249ba10d88fbb997e0d3c38e54bc82fde8bf22e2e0f64294f6c87ba5d70a3c1f	BUILD_HASH_ONLY
rv64uf-v-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-move/simulation.log	spike/logs/rv64uf-v-move.log	isa-build/rv64uf-v-move	3e21730c64383ee1eebd7ed21564ea1d934b08a0c979631967699210c444e48b	BUILD_HASH_ONLY
rv64uf-v-recoding	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-v-recoding/simulation.log	spike/logs/rv64uf-v-recoding.log	isa-build/rv64uf-v-recoding	a0df583c447d6943cf633786720e7cb1476cb18fc30e0f2f994208c2cbfa781d	BUILD_HASH_ONLY
rv64ui-p-add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-add/simulation.log	spike/logs/rv64ui-p-add.log	isa-build/rv64ui-p-add	e3017ef503266bd918eb5c576e1c429c6b1fb59dce69029afb80be791b6819fa	BUILD_HASH_ONLY
rv64ui-p-addi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-addi/simulation.log	spike/logs/rv64ui-p-addi.log	isa-build/rv64ui-p-addi	23f4ac9fba092d83ff768a48f3d5e73d30442caf0d1d0e8928c287d7ad38d7b0	BUILD_HASH_ONLY
rv64ui-p-addiw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-addiw/simulation.log	spike/logs/rv64ui-p-addiw.log	isa-build/rv64ui-p-addiw	ef508f9431f486b0c3b67949bbc85da55dcfca9c9eb6ad64137a25fa2c28b7a4	BUILD_HASH_ONLY
rv64ui-p-addw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-addw/simulation.log	spike/logs/rv64ui-p-addw.log	isa-build/rv64ui-p-addw	2eb3ea832bbe1a3ca656010c113cebea9caaa0716f82fbaa5df1112ce76be414	BUILD_HASH_ONLY
rv64ui-p-and	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-and/simulation.log	spike/logs/rv64ui-p-and.log	isa-build/rv64ui-p-and	75bcf9930603e42d54d5163b41cfaa68d78a8a43c61b2e7be2dc00268d42921c	BUILD_HASH_ONLY
rv64ui-p-andi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-andi/simulation.log	spike/logs/rv64ui-p-andi.log	isa-build/rv64ui-p-andi	27be09b623e6a5e1e8917a0ee083c91098cd32cc6a009b9bd7d8512f948873d0	BUILD_HASH_ONLY
rv64ui-p-auipc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-auipc/simulation.log	spike/logs/rv64ui-p-auipc.log	isa-build/rv64ui-p-auipc	3bd44742b3db4c61532390043eedb2353c9d63183695aeb4ef3964a196978a94	BUILD_HASH_ONLY
rv64ui-p-beq	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-beq/simulation.log	spike/logs/rv64ui-p-beq.log	isa-build/rv64ui-p-beq	66763ade4508366fda81c23d59ebb476775066d6dc59894d82a041e21bbfcd6c	BUILD_HASH_ONLY
rv64ui-p-bge	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-bge/simulation.log	spike/logs/rv64ui-p-bge.log	isa-build/rv64ui-p-bge	e385d4aa8eef24b019585b2cc98ae0f449fa2402f02c0e0ee7a025a200a4a0f8	BUILD_HASH_ONLY
rv64ui-p-bgeu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-bgeu/simulation.log	spike/logs/rv64ui-p-bgeu.log	isa-build/rv64ui-p-bgeu	9b74f05913afdaf1a919c3b5f1fd8494ccaab6bb4ae65af3a8e42ce2851b2ec6	BUILD_HASH_ONLY
rv64ui-p-blt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-blt/simulation.log	spike/logs/rv64ui-p-blt.log	isa-build/rv64ui-p-blt	1524cf183d4df126411cba3fba44b3bfa56af79f311a1ecf5435e1d4ed42fde7	BUILD_HASH_ONLY
rv64ui-p-bltu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-bltu/simulation.log	spike/logs/rv64ui-p-bltu.log	isa-build/rv64ui-p-bltu	023403d488b17358c996447c24e7833bd4fbd97b160e1448702d5a4b04c90edd	BUILD_HASH_ONLY
rv64ui-p-bne	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-bne/simulation.log	spike/logs/rv64ui-p-bne.log	isa-build/rv64ui-p-bne	74b8769ddff75ace0919ea50ec0128c0933334dcbf6e5e360b6a9d1c1483b203	BUILD_HASH_ONLY
rv64ui-p-fence_i	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-fence_i/simulation.log	spike/logs/rv64ui-p-fence_i.log	isa-build/rv64ui-p-fence_i	c440b15827eeaea9fca1ce4cdf84d5e1dffced2bc5252117f4ea37e857d889b2	BUILD_HASH_ONLY
rv64ui-p-jal	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-jal/simulation.log	spike/logs/rv64ui-p-jal.log	isa-build/rv64ui-p-jal	adde6b8f1c88513411a7fc456ad7a960e45afadc4210ba54dd09f90485b81821	BUILD_HASH_ONLY
rv64ui-p-jalr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-jalr/simulation.log	spike/logs/rv64ui-p-jalr.log	isa-build/rv64ui-p-jalr	c9c7035ea2467719b8aa134034fe4187878da034e847e3e2bbacdd2621fc76ef	BUILD_HASH_ONLY
rv64ui-p-lb	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lb/simulation.log	spike/logs/rv64ui-p-lb.log	isa-build/rv64ui-p-lb	64df5735aa24a70f3d080f380825450478fb01ebc47fd476f4ddf9a514c8112f	BUILD_HASH_ONLY
rv64ui-p-lbu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lbu/simulation.log	spike/logs/rv64ui-p-lbu.log	isa-build/rv64ui-p-lbu	2ecbcf85ce90501780587b57b4e50f89bce9302d55e6d480e0e985f2168d12d5	BUILD_HASH_ONLY
rv64ui-p-ld	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-ld/simulation.log	spike/logs/rv64ui-p-ld.log	isa-build/rv64ui-p-ld	86fc068ee22d4e5ded694c8004f78e846bb07192b615b506af18bf62f709c83d	BUILD_HASH_ONLY
rv64ui-p-lh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lh/simulation.log	spike/logs/rv64ui-p-lh.log	isa-build/rv64ui-p-lh	95b91507b4370d38ca2f3cbb83e0dd734debaee6eb4e57f9166807e1f83f9e4b	BUILD_HASH_ONLY
rv64ui-p-lhu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lhu/simulation.log	spike/logs/rv64ui-p-lhu.log	isa-build/rv64ui-p-lhu	bacd29a123452f96dafd712c742b5501c1e618a62632d7f683832d83aecc10d7	BUILD_HASH_ONLY
rv64ui-p-lui	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lui/simulation.log	spike/logs/rv64ui-p-lui.log	isa-build/rv64ui-p-lui	ba8d3b19f25b91de7ee2fa680dd1b9348237d19441c875322a677d85759896ba	BUILD_HASH_ONLY
rv64ui-p-lw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lw/simulation.log	spike/logs/rv64ui-p-lw.log	isa-build/rv64ui-p-lw	9d5868a925a4e9b8ca790a2e3c7c91d18d41354eacc46b1d99f69e46481b0440	BUILD_HASH_ONLY
rv64ui-p-lwu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-lwu/simulation.log	spike/logs/rv64ui-p-lwu.log	isa-build/rv64ui-p-lwu	bfcd0ee8e4eee700f7355e6c178c9190ee2271c38b6413e932f482e2504aac4a	BUILD_HASH_ONLY
rv64ui-p-ma_data	isa	NONPASS_AGREE	FAIL	NONZERO	255	156	668	isa-run	isa-run/rv64ui-p-ma_data/simulation.log	spike/logs/rv64ui-p-ma_data.log	isa-build/rv64ui-p-ma_data	e67002cb27015c3ea40ce6de05f1bb877562884550e182dd36ee9c4a2c747714	BUILD_HASH_ONLY
rv64ui-p-or	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-or/simulation.log	spike/logs/rv64ui-p-or.log	isa-build/rv64ui-p-or	d1205ebd7a33f116b836b7117f7686d0502a00f69dba7d55dadc21528c53e6b4	BUILD_HASH_ONLY
rv64ui-p-ori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-ori/simulation.log	spike/logs/rv64ui-p-ori.log	isa-build/rv64ui-p-ori	944fa256f02e46fdcdc6d98911f3407c598244c78b9008417db33bacb4d60a19	BUILD_HASH_ONLY
rv64ui-p-sb	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sb/simulation.log	spike/logs/rv64ui-p-sb.log	isa-build/rv64ui-p-sb	4de0a83b5aeaac484190ceb35c3736d9495f3fe7964e18ae3dfa562c2642cd8d	BUILD_HASH_ONLY
rv64ui-p-sd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sd/simulation.log	spike/logs/rv64ui-p-sd.log	isa-build/rv64ui-p-sd	586bd1efd41727be9ea3ce83c1a5d55864d5903bcb79b953ecad14a4468a8332	BUILD_HASH_ONLY
rv64ui-p-sh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sh/simulation.log	spike/logs/rv64ui-p-sh.log	isa-build/rv64ui-p-sh	c947cadbee496790b10c7b5c51904cc0a217aae598d3e0d63f53280afb6953cb	BUILD_HASH_ONLY
rv64ui-p-simple	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-simple/simulation.log	spike/logs/rv64ui-p-simple.log	isa-build/rv64ui-p-simple	b03e416a51bf4ad0c8743fafe4409ec56ccb121ba43a485120587876770f1fd2	BUILD_HASH_ONLY
rv64ui-p-sll	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sll/simulation.log	spike/logs/rv64ui-p-sll.log	isa-build/rv64ui-p-sll	e1b36bb68848f3d1f9722feb5908c87efb933e5b1f67add32d0308aa095dcae6	BUILD_HASH_ONLY
rv64ui-p-slli	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-slli/simulation.log	spike/logs/rv64ui-p-slli.log	isa-build/rv64ui-p-slli	034dbe53f3ab880f1a5013e835ea9dd5a7441498635a19e79a0526bebde19c9b	BUILD_HASH_ONLY
rv64ui-p-slliw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-slliw/simulation.log	spike/logs/rv64ui-p-slliw.log	isa-build/rv64ui-p-slliw	a9aca2483df27af949371bc4ea1c9685c2ae89fad4265d24ee4b33004db04656	BUILD_HASH_ONLY
rv64ui-p-sllw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sllw/simulation.log	spike/logs/rv64ui-p-sllw.log	isa-build/rv64ui-p-sllw	f42d047fd3bde3a1b1ec1a2cd1ff3326b8381fef92357532b0ab8bc32784390f	BUILD_HASH_ONLY
rv64ui-p-slt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-slt/simulation.log	spike/logs/rv64ui-p-slt.log	isa-build/rv64ui-p-slt	9e9985f3ac5704eb234f77eb926dcfd71b661d02af688b29f7eaee254eb4a0ef	BUILD_HASH_ONLY
rv64ui-p-slti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-slti/simulation.log	spike/logs/rv64ui-p-slti.log	isa-build/rv64ui-p-slti	f7f4f00a77c52c4d59552252bc1eea6648475a1ba414650c6213062cd2b98e9c	BUILD_HASH_ONLY
rv64ui-p-sltiu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sltiu/simulation.log	spike/logs/rv64ui-p-sltiu.log	isa-build/rv64ui-p-sltiu	ff500adc56c17f09cda36d5ffe62096b1b838a4e8b5c9028b4887183e6060f5a	BUILD_HASH_ONLY
rv64ui-p-sltu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sltu/simulation.log	spike/logs/rv64ui-p-sltu.log	isa-build/rv64ui-p-sltu	8d6e2e03b6c32327840b206ad4d1717f2bbcae713fe7ab768bcaec667c1fdc54	BUILD_HASH_ONLY
rv64ui-p-sra	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sra/simulation.log	spike/logs/rv64ui-p-sra.log	isa-build/rv64ui-p-sra	a6a72fadd6af358c7a82f77e0eb93f603f710a4f7590391a5005bdeff65a084f	BUILD_HASH_ONLY
rv64ui-p-srai	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-srai/simulation.log	spike/logs/rv64ui-p-srai.log	isa-build/rv64ui-p-srai	caed18f6200e31b4c3138278e214bca6d03a00caec91dabd1683e17fd0640200	BUILD_HASH_ONLY
rv64ui-p-sraiw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sraiw/simulation.log	spike/logs/rv64ui-p-sraiw.log	isa-build/rv64ui-p-sraiw	eef62df63ba18bf1239e83c2a5e611df7e5a416f0122ee087eba13774eec7c7f	BUILD_HASH_ONLY
rv64ui-p-sraw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sraw/simulation.log	spike/logs/rv64ui-p-sraw.log	isa-build/rv64ui-p-sraw	a1d515b801dc94e7bb1ddee72848d31e542e4cb3f3ab07620c7edc02c9c3c04e	BUILD_HASH_ONLY
rv64ui-p-srl	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-srl/simulation.log	spike/logs/rv64ui-p-srl.log	isa-build/rv64ui-p-srl	bcf75b75903ebb9986ffd5179b1cf46560868ff9fca8333e90359dd8f4d25c48	BUILD_HASH_ONLY
rv64ui-p-srli	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-srli/simulation.log	spike/logs/rv64ui-p-srli.log	isa-build/rv64ui-p-srli	9de74fd27633aaee8fb00a02252a866fac7c76e7daf1b8f50c1970ca78525876	BUILD_HASH_ONLY
rv64ui-p-srliw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-srliw/simulation.log	spike/logs/rv64ui-p-srliw.log	isa-build/rv64ui-p-srliw	7bc4850be9b96a4c39dec7ac8d4d69af3da2d8f546f015a37a31894d7f8b2115	BUILD_HASH_ONLY
rv64ui-p-srlw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-srlw/simulation.log	spike/logs/rv64ui-p-srlw.log	isa-build/rv64ui-p-srlw	c22100a367269ff55ab7fe25a351ef1a313d8c3a9dd3d2f234e3db471f623d38	BUILD_HASH_ONLY
rv64ui-p-sub	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sub/simulation.log	spike/logs/rv64ui-p-sub.log	isa-build/rv64ui-p-sub	ea121e3d6959109770febc739965f9bb7be8947ce73fb3be8201f2a4cccfd1e4	BUILD_HASH_ONLY
rv64ui-p-subw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-subw/simulation.log	spike/logs/rv64ui-p-subw.log	isa-build/rv64ui-p-subw	782fc71e66aa64f812e688c711c3240ff31b166536d8e4fada5c8056ebfa69f8	BUILD_HASH_ONLY
rv64ui-p-sw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-sw/simulation.log	spike/logs/rv64ui-p-sw.log	isa-build/rv64ui-p-sw	3914cfc8114d43168021819ec89d52f25625f08a862577343ee653772701f470	BUILD_HASH_ONLY
rv64ui-p-xor	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-xor/simulation.log	spike/logs/rv64ui-p-xor.log	isa-build/rv64ui-p-xor	05e5e9a53b539d71ca7170b57aaec61907760ba77c884a80728c33ba96a1b669	BUILD_HASH_ONLY
rv64ui-p-xori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-p-xori/simulation.log	spike/logs/rv64ui-p-xori.log	isa-build/rv64ui-p-xori	7d454a4404cc576e398153f69256364496e6e9ed8fec4886f7458d532542c409	BUILD_HASH_ONLY
rv64ui-v-add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-add/simulation.log	spike/logs/rv64ui-v-add.log	isa-build/rv64ui-v-add	2a6f39bfac3d93575e607cd6376514d840e74a8823e8348660d0c4d9ba8b3f80	BUILD_HASH_ONLY
rv64ui-v-addi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-addi/simulation.log	spike/logs/rv64ui-v-addi.log	isa-build/rv64ui-v-addi	7a471bc789c0d3c4a541865f397906e1a92716ced0489296c73c776c3b64f417	BUILD_HASH_ONLY
rv64ui-v-addiw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-addiw/simulation.log	spike/logs/rv64ui-v-addiw.log	isa-build/rv64ui-v-addiw	9bc5fe74a7ceeed8cedd07575152bfaca51bb60488dd89e9a86a7b1dcde56975	BUILD_HASH_ONLY
rv64ui-v-addw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-addw/simulation.log	spike/logs/rv64ui-v-addw.log	isa-build/rv64ui-v-addw	a2a410b15f1f8e149d7befd6628d16dc38a339a87bb771e0dcd8e047f811cd9e	BUILD_HASH_ONLY
rv64ui-v-and	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-and/simulation.log	spike/logs/rv64ui-v-and.log	isa-build/rv64ui-v-and	4729bf474789ad326e7f0967f20f73ba001c1e774342f2095afce28a7c3c7968	BUILD_HASH_ONLY
rv64ui-v-andi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-andi/simulation.log	spike/logs/rv64ui-v-andi.log	isa-build/rv64ui-v-andi	9e16999fbf772e0b9d6c34f4636691ebd14aea55eed7f8fbb03b9719bb815820	BUILD_HASH_ONLY
rv64ui-v-auipc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-auipc/simulation.log	spike/logs/rv64ui-v-auipc.log	isa-build/rv64ui-v-auipc	0cac1605d5209df4e8fdae312315b25e75f45cd5909fe814192f025b37e70322	BUILD_HASH_ONLY
rv64ui-v-beq	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-beq/simulation.log	spike/logs/rv64ui-v-beq.log	isa-build/rv64ui-v-beq	9b4c8502837ef08578d220c9aafe0b9d753fd1bb39d7b640dcea321923fde605	BUILD_HASH_ONLY
rv64ui-v-bge	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-bge/simulation.log	spike/logs/rv64ui-v-bge.log	isa-build/rv64ui-v-bge	dff1346c6f9055a0c790cbc3d167dc3509e1d5eb281c0ed3fc7eac515530de5b	BUILD_HASH_ONLY
rv64ui-v-bgeu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-bgeu/simulation.log	spike/logs/rv64ui-v-bgeu.log	isa-build/rv64ui-v-bgeu	e3cd569794f920dfe2837898eb8dfe5bd4206730e0c7025bdd0be3f30a24b967	BUILD_HASH_ONLY
rv64ui-v-blt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-blt/simulation.log	spike/logs/rv64ui-v-blt.log	isa-build/rv64ui-v-blt	0f0eddc483811e0aeadb2852d96c04be3623e2e76cbc907c4da7080836b232fc	BUILD_HASH_ONLY
rv64ui-v-bltu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-bltu/simulation.log	spike/logs/rv64ui-v-bltu.log	isa-build/rv64ui-v-bltu	09dd25b04b64ca389bccc7f0177cccd60ff7ced32190c4a4e4d7abd4a10d747d	BUILD_HASH_ONLY
rv64ui-v-bne	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-bne/simulation.log	spike/logs/rv64ui-v-bne.log	isa-build/rv64ui-v-bne	ae92a78d8c8df4aff6d9a728aed68e7ca69194ea1faf3efbf873ec445d709467	BUILD_HASH_ONLY
rv64ui-v-fence_i	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-fence_i/simulation.log	spike/logs/rv64ui-v-fence_i.log	isa-build/rv64ui-v-fence_i	2fbc79010523c6ca81c1d4d026464af18030aeccd3043ff33c121d2cc034e7a2	BUILD_HASH_ONLY
rv64ui-v-jal	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-jal/simulation.log	spike/logs/rv64ui-v-jal.log	isa-build/rv64ui-v-jal	a5bacc9910806e034d4058c2e0828f2583d7568c733318becf6fdda1d23f29ed	BUILD_HASH_ONLY
