test	suite	comparison	rtl_result	spike_status	rtl_exit_status	spike_exit_code	rtl_tohost_exit	rtl_campaign	rtl_log	spike_log	binary	sha256	reference_elf_hash_evidence
rv64uzbb-p-maxu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-maxu/simulation.log	spike/logs/rv64uzbb-p-maxu.log	isa-build/rv64uzbb-p-maxu	f6c56615affb96304e69f81046d109f4c2afb7c01f66ff670a92be9f3cf3b9db	BUILD_HASH_ONLY
rv64uzbb-p-min	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-min/simulation.log	spike/logs/rv64uzbb-p-min.log	isa-build/rv64uzbb-p-min	480c2b767d18bba42fc9ada0c019aa991e2ed5f1cbbe8e53ef727d84a77ac191	BUILD_HASH_ONLY
rv64uzbb-p-minu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-minu/simulation.log	spike/logs/rv64uzbb-p-minu.log	isa-build/rv64uzbb-p-minu	cf6c8b7481cc6b447cc024f3ac06ed73945bc950aff36f83c64a412919e233d2	BUILD_HASH_ONLY
rv64uzbb-p-orc_b	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-orc_b/simulation.log	spike/logs/rv64uzbb-p-orc_b.log	isa-build/rv64uzbb-p-orc_b	e8f346afe965be1eaed4666fd6abdd962fa6737eba0efdc58f9bd32b10950355	BUILD_HASH_ONLY
rv64uzbb-p-orn	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-orn/simulation.log	spike/logs/rv64uzbb-p-orn.log	isa-build/rv64uzbb-p-orn	91da950289bb25b1a397a5a1a5ec472ffb8255e75a2fc62d038ac3299461e087	BUILD_HASH_ONLY
rv64uzbb-p-rev8	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-rev8/simulation.log	spike/logs/rv64uzbb-p-rev8.log	isa-build/rv64uzbb-p-rev8	d90fe1fafe3e18f3410d680c6279f1b3ed6d0fbfe21e41397905bd6026cceba2	BUILD_HASH_ONLY
rv64uzbb-p-rol	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-rol/simulation.log	spike/logs/rv64uzbb-p-rol.log	isa-build/rv64uzbb-p-rol	ec2f1db41b5214091ae5fe578d605272de32eca1f30944a52dd433a24ed0a8d1	BUILD_HASH_ONLY
rv64uzbb-p-rolw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-rolw/simulation.log	spike/logs/rv64uzbb-p-rolw.log	isa-build/rv64uzbb-p-rolw	64edb6d5b622c2166d26859459b9c8925fdab87b2373f90c578a7ee57595da46	BUILD_HASH_ONLY
rv64uzbb-p-ror	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-ror/simulation.log	spike/logs/rv64uzbb-p-ror.log	isa-build/rv64uzbb-p-ror	4f64acd67db49f1b319645b084206ed88a8b68d8dfda42df224a1bd78e7e0732	BUILD_HASH_ONLY
rv64uzbb-p-rori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-rori/simulation.log	spike/logs/rv64uzbb-p-rori.log	isa-build/rv64uzbb-p-rori	13740685fdb38d13fb3964d3a6032681e87aa5e7153f37d34c186349547790b8	BUILD_HASH_ONLY
rv64uzbb-p-roriw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-roriw/simulation.log	spike/logs/rv64uzbb-p-roriw.log	isa-build/rv64uzbb-p-roriw	2d81c5b0959fd75326b1627d2c6c5621ffbae4045cf9c94103aaea513c77fada	BUILD_HASH_ONLY
rv64uzbb-p-rorw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-rorw/simulation.log	spike/logs/rv64uzbb-p-rorw.log	isa-build/rv64uzbb-p-rorw	e05b49320699ddc7303d45baea9c05de819e16d63851979424782542c9267c63	BUILD_HASH_ONLY
rv64uzbb-p-sext_b	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-sext_b/simulation.log	spike/logs/rv64uzbb-p-sext_b.log	isa-build/rv64uzbb-p-sext_b	14a951b83c48ea6d1a1a8eb3b2eb401caa0c1d95799696b323a4ead7db7de41e	BUILD_HASH_ONLY
rv64uzbb-p-sext_h	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-sext_h/simulation.log	spike/logs/rv64uzbb-p-sext_h.log	isa-build/rv64uzbb-p-sext_h	9eaffb06886cb98efda469c17acff31b74b486407b96270e145a8a814fcb551e	BUILD_HASH_ONLY
rv64uzbb-p-xnor	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-xnor/simulation.log	spike/logs/rv64uzbb-p-xnor.log	isa-build/rv64uzbb-p-xnor	f7e0fb9df10203b9a3cf45b7e595c6d313f7748889467d34d826b8dd11f24963	BUILD_HASH_ONLY
rv64uzbb-p-zext_h	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-zext_h/simulation.log	spike/logs/rv64uzbb-p-zext_h.log	isa-build/rv64uzbb-p-zext_h	3a0e0ed44dfd50498886dbb3d00a157d0edf25947b4e50639f1a6a77ea9af2e5	BUILD_HASH_ONLY
rv64uzbb-v-andn	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-andn/simulation.log	spike/logs/rv64uzbb-v-andn.log	isa-build/rv64uzbb-v-andn	07f20456cf9b79057365bf7c8ae4bf6ad00d63e0f1f19469d884ff95b8d19f10	BUILD_HASH_ONLY
rv64uzbb-v-clz	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-clz/simulation.log	spike/logs/rv64uzbb-v-clz.log	isa-build/rv64uzbb-v-clz	f9f01b8dc8dafa4252e5ab2114a0f7fafcb41b8325ff4a3db017a56e87138d05	BUILD_HASH_ONLY
rv64uzbb-v-clzw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-clzw/simulation.log	spike/logs/rv64uzbb-v-clzw.log	isa-build/rv64uzbb-v-clzw	bf0597f4a7656d4be7a28e98ad396d37d4c4c607697548e58662d1834b996c77	BUILD_HASH_ONLY
rv64uzbb-v-cpop	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-cpop/simulation.log	spike/logs/rv64uzbb-v-cpop.log	isa-build/rv64uzbb-v-cpop	44fc8091dc5321a0be243e1eb879cee7074c0ceae9fac70cf376d72556f5c671	BUILD_HASH_ONLY
rv64uzbb-v-cpopw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-cpopw/simulation.log	spike/logs/rv64uzbb-v-cpopw.log	isa-build/rv64uzbb-v-cpopw	a048c80108042ed438abf8c3559918b09ab28b241b3eba0dfbc2de745f4d38ea	BUILD_HASH_ONLY
rv64uzbb-v-ctz	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-ctz/simulation.log	spike/logs/rv64uzbb-v-ctz.log	isa-build/rv64uzbb-v-ctz	afdba4e3b11bf91f4654293ed65cdf180b610d78b758ed1d473e8d591b046235	BUILD_HASH_ONLY
rv64uzbb-v-ctzw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-ctzw/simulation.log	spike/logs/rv64uzbb-v-ctzw.log	isa-build/rv64uzbb-v-ctzw	b50e2b7c8a9f0e415ea3f5bfb062d4d90dc6191b67901b96ff380bcdb95754ed	BUILD_HASH_ONLY
rv64uzbb-v-max	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-max/simulation.log	spike/logs/rv64uzbb-v-max.log	isa-build/rv64uzbb-v-max	4982b3022a9c0feff29001453ebaf13cc17651f3cb2cf5f5e0f0f15a37260f53	BUILD_HASH_ONLY
rv64uzbb-v-maxu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-maxu/simulation.log	spike/logs/rv64uzbb-v-maxu.log	isa-build/rv64uzbb-v-maxu	e3673816e4f4b5b70755c4d1248778073e3ce322bf4ceb19eaf8478d68e47163	BUILD_HASH_ONLY
rv64uzbb-v-min	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-min/simulation.log	spike/logs/rv64uzbb-v-min.log	isa-build/rv64uzbb-v-min	0a3c7b898c719cbe68c32f2f003b046e0119d68d26442c2b78edfb01173740af	BUILD_HASH_ONLY
rv64uzbb-v-minu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-minu/simulation.log	spike/logs/rv64uzbb-v-minu.log	isa-build/rv64uzbb-v-minu	cc0b0faa20028bd3c06d89a4f6346dcb046181cdc08e476d4bdcf91c0178d04f	BUILD_HASH_ONLY
rv64uzbb-v-orc_b	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-orc_b/simulation.log	spike/logs/rv64uzbb-v-orc_b.log	isa-build/rv64uzbb-v-orc_b	14e9a51db5bc3e07f0876190736f306775436bf8685a52872a15d528d2a3b1aa	BUILD_HASH_ONLY
rv64uzbb-v-orn	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-orn/simulation.log	spike/logs/rv64uzbb-v-orn.log	isa-build/rv64uzbb-v-orn	36b43e6cd46325996fb9cf999dbf7d07963c77ffee998fc6b73f8078790b772f	BUILD_HASH_ONLY
rv64uzbb-v-rev8	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-rev8/simulation.log	spike/logs/rv64uzbb-v-rev8.log	isa-build/rv64uzbb-v-rev8	021241141141e1fbb2338fb7803d46e313923b60994743a512f8589fef945326	BUILD_HASH_ONLY
rv64uzbb-v-rol	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-rol/simulation.log	spike/logs/rv64uzbb-v-rol.log	isa-build/rv64uzbb-v-rol	14343c88b733182c6517e52caf807cc3179228e6dc5817504b5cd0fea8af06be	BUILD_HASH_ONLY
rv64uzbb-v-rolw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-rolw/simulation.log	spike/logs/rv64uzbb-v-rolw.log	isa-build/rv64uzbb-v-rolw	a6ed95747709e05cdfe06b150bea149f0b0bb4f97e771b08cbeb8f0d89fa42c9	BUILD_HASH_ONLY
rv64uzbb-v-ror	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-ror/simulation.log	spike/logs/rv64uzbb-v-ror.log	isa-build/rv64uzbb-v-ror	034e0de70773e17d31c97635b5428fc47bc2ebd89c4a55700739a5dfbb293c60	BUILD_HASH_ONLY
rv64uzbb-v-rori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-rori/simulation.log	spike/logs/rv64uzbb-v-rori.log	isa-build/rv64uzbb-v-rori	58ceb722714825fca223407d1addadebdeb15788f39974206760d5adba3c3238	BUILD_HASH_ONLY
rv64uzbb-v-roriw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-roriw/simulation.log	spike/logs/rv64uzbb-v-roriw.log	isa-build/rv64uzbb-v-roriw	391ffca14d4e7e8a77dc088db6ab1f707d893dec0df731802942061420220659	BUILD_HASH_ONLY
rv64uzbb-v-rorw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-rorw/simulation.log	spike/logs/rv64uzbb-v-rorw.log	isa-build/rv64uzbb-v-rorw	07c94e364ed083897b41e5dee93c85b17d6674337ea07dbc1ccbc911d010b51d	BUILD_HASH_ONLY
rv64uzbb-v-sext_b	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-sext_b/simulation.log	spike/logs/rv64uzbb-v-sext_b.log	isa-build/rv64uzbb-v-sext_b	15dc7ca9b528f998058537e0140a6150e5060abb9bbea1f3407bdbafda8ffbce	BUILD_HASH_ONLY
rv64uzbb-v-sext_h	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-sext_h/simulation.log	spike/logs/rv64uzbb-v-sext_h.log	isa-build/rv64uzbb-v-sext_h	bf5af7c3212cb717cca82ba7970b058f6e9e3ca796589901d4ff76e19e4cd789	BUILD_HASH_ONLY
rv64uzbb-v-xnor	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-xnor/simulation.log	spike/logs/rv64uzbb-v-xnor.log	isa-build/rv64uzbb-v-xnor	6dbfbb094ce7ea3e0f2550d3a85bb390e17600ce772d58d75bc268654328c4c6	BUILD_HASH_ONLY
rv64uzbb-v-zext_h	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-v-zext_h/simulation.log	spike/logs/rv64uzbb-v-zext_h.log	isa-build/rv64uzbb-v-zext_h	419284466e620d3f9c00443d9eee5a13b3d54f6695009f62f6863e4cd005c608	BUILD_HASH_ONLY
rv64uzbc-p-clmul	isa	NONPASS_AGREE	FAIL	NONZERO	255	156	668	isa-run	isa-run/rv64uzbc-p-clmul/simulation.log	spike/logs/rv64uzbc-p-clmul.log	isa-build/rv64uzbc-p-clmul	ce59aa123f83d67ae48de46264247169de26610a05e20bc8c03600e1020d7a06	BUILD_HASH_ONLY
rv64uzbc-p-clmulh	isa	NONPASS_AGREE	FAIL	NONZERO	255	156	668	isa-run	isa-run/rv64uzbc-p-clmulh/simulation.log	spike/logs/rv64uzbc-p-clmulh.log	isa-build/rv64uzbc-p-clmulh	bd346416847096fa87d71fa98e46db4eb68b772c4603470c955067e7bf63d003	BUILD_HASH_ONLY
rv64uzbc-p-clmulr	isa	NONPASS_AGREE	FAIL	NONZERO	255	156	668	isa-run	isa-run/rv64uzbc-p-clmulr/simulation.log	spike/logs/rv64uzbc-p-clmulr.log	isa-build/rv64uzbc-p-clmulr	97655b72603fe606b91cf2dad4681591d3dbd66e81835faafa7c7851e8431a84	BUILD_HASH_ONLY
rv64uzbc-v-clmul	isa	NONPASS_AGREE	WALL_TIMEOUT	TIMEOUT	0	124		isa-run	isa-run/rv64uzbc-v-clmul/simulation.log	spike/logs/rv64uzbc-v-clmul.log	isa-build/rv64uzbc-v-clmul	23108b5777200d067163a5b41a5635da6ea16f361bc78309f4152994e374b937	BUILD_HASH_ONLY
rv64uzbc-v-clmulh	isa	NONPASS_AGREE	WALL_TIMEOUT	TIMEOUT	0	124		isa-run	isa-run/rv64uzbc-v-clmulh/simulation.log	spike/logs/rv64uzbc-v-clmulh.log	isa-build/rv64uzbc-v-clmulh	75ac224285ac2295e17e817da8cdf0ae30715117fefb5b0231c50db168fa91c5	BUILD_HASH_ONLY
rv64uzbc-v-clmulr	isa	NONPASS_AGREE	WALL_TIMEOUT	TIMEOUT	0	124		isa-run	isa-run/rv64uzbc-v-clmulr/simulation.log	spike/logs/rv64uzbc-v-clmulr.log	isa-build/rv64uzbc-v-clmulr	20dfe03aae7b76d3dd906f49257da8c4ff3891598f512a1c9c94cc988a73bbd3	BUILD_HASH_ONLY
rv64uzbs-p-bclr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bclr/simulation.log	spike/logs/rv64uzbs-p-bclr.log	isa-build/rv64uzbs-p-bclr	f8f06f99ad090bd8c0f407cc812966398f51c5409a94341dc79e20466e03a0a4	BUILD_HASH_ONLY
rv64uzbs-p-bclri	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bclri/simulation.log	spike/logs/rv64uzbs-p-bclri.log	isa-build/rv64uzbs-p-bclri	11c9c5a2a91fa5d4d060ba9bd37ba623d20ef6a135c83f379e9777038270cbd6	BUILD_HASH_ONLY
rv64uzbs-p-bext	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bext/simulation.log	spike/logs/rv64uzbs-p-bext.log	isa-build/rv64uzbs-p-bext	6dd0bf9593ea13d943e69e3e087fe5d223f55062a61637b776feeeddf6729719	BUILD_HASH_ONLY
rv64uzbs-p-bexti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bexti/simulation.log	spike/logs/rv64uzbs-p-bexti.log	isa-build/rv64uzbs-p-bexti	806fbe16436374b3345a44c1a0afa36aef1d04c91505be2f8929c73a7d03c607	BUILD_HASH_ONLY
rv64uzbs-p-binv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-binv/simulation.log	spike/logs/rv64uzbs-p-binv.log	isa-build/rv64uzbs-p-binv	aea6fd7e0f9670bacdf25cce28077b50af7955f9b3363c842cf532cdc0c7bafe	BUILD_HASH_ONLY
rv64uzbs-p-binvi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-binvi/simulation.log	spike/logs/rv64uzbs-p-binvi.log	isa-build/rv64uzbs-p-binvi	a882c36061abc3f46465e7c6fffc1ef2dfb54bc51e183c86e157257bca6f3bb5	BUILD_HASH_ONLY
rv64uzbs-p-bset	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bset/simulation.log	spike/logs/rv64uzbs-p-bset.log	isa-build/rv64uzbs-p-bset	bb1ea07687f1cdf8e05f8d7633bd5c5036f2e4def4a908c43b31f96e680f25f9	BUILD_HASH_ONLY
rv64uzbs-p-bseti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-p-bseti/simulation.log	spike/logs/rv64uzbs-p-bseti.log	isa-build/rv64uzbs-p-bseti	e34acc21882e38f379438706327697b7818fbae0ffa2011faaf7d60cb9697ed5	BUILD_HASH_ONLY
rv64uzbs-v-bclr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bclr/simulation.log	spike/logs/rv64uzbs-v-bclr.log	isa-build/rv64uzbs-v-bclr	1960593e12daa1d9bb111ef9ca5f397fe17b4babf8743681490502ac86e4dffc	BUILD_HASH_ONLY
rv64uzbs-v-bclri	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bclri/simulation.log	spike/logs/rv64uzbs-v-bclri.log	isa-build/rv64uzbs-v-bclri	8b3ac229afe6e1f3287b8471bae00e7f597f8e3dc8dae224183e8eddf91ff436	BUILD_HASH_ONLY
rv64uzbs-v-bext	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bext/simulation.log	spike/logs/rv64uzbs-v-bext.log	isa-build/rv64uzbs-v-bext	8e9e598df986a928a13d67bdce16a738cc730122aae37cedb126b77eb6aa6b58	BUILD_HASH_ONLY
rv64uzbs-v-bexti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bexti/simulation.log	spike/logs/rv64uzbs-v-bexti.log	isa-build/rv64uzbs-v-bexti	db4d2a6dd2f878b3c5f18847aee451d7b8f0560959283ff1c2300ca90830cd17	BUILD_HASH_ONLY
rv64uzbs-v-binv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-binv/simulation.log	spike/logs/rv64uzbs-v-binv.log	isa-build/rv64uzbs-v-binv	ca79d76b8a02d4e9ab1232c1939dc2925ad3d228026defe6250dca8de3b7aa8e	BUILD_HASH_ONLY
rv64uzbs-v-binvi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-binvi/simulation.log	spike/logs/rv64uzbs-v-binvi.log	isa-build/rv64uzbs-v-binvi	c57da1f3e0dd3f6ac3257b4548740d17a9b893be4ca069df4025d4f14c28fe52	BUILD_HASH_ONLY
rv64uzbs-v-bset	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bset/simulation.log	spike/logs/rv64uzbs-v-bset.log	isa-build/rv64uzbs-v-bset	2d38f49bf92f97864b5bc364401f1c1d39844c45f520ef2dc94f6dcd24678553	BUILD_HASH_ONLY
rv64uzbs-v-bseti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbs-v-bseti/simulation.log	spike/logs/rv64uzbs-v-bseti.log	isa-build/rv64uzbs-v-bseti	c099455c512ae8819e0aed74d673c63baf26288bf1f64402249057e214fe8737	BUILD_HASH_ONLY
rv64uzfh-p-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fadd/simulation.log	spike/logs/rv64uzfh-p-fadd.log	isa-build/rv64uzfh-p-fadd	ec59f9fcd78324e632d2b1216586f1074228e6d5d8092f38048fbdb687b7b524	BUILD_HASH_ONLY
rv64uzfh-p-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fclass/simulation.log	spike/logs/rv64uzfh-p-fclass.log	isa-build/rv64uzfh-p-fclass	c51c2cff9628d9beace1dcc59d88406a2be3df9fbd05d11058e7f5ee78711bf5	BUILD_HASH_ONLY
rv64uzfh-p-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fcmp/simulation.log	spike/logs/rv64uzfh-p-fcmp.log	isa-build/rv64uzfh-p-fcmp	7e9a359191109b938ca3f21e90b04658a017f2349572ff1ffc6d43dd0538f87f	BUILD_HASH_ONLY
rv64uzfh-p-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fcvt/simulation.log	spike/logs/rv64uzfh-p-fcvt.log	isa-build/rv64uzfh-p-fcvt	986641ed8c8da0604b3a8a742f13cd28919938bf9a0df8ba1920f425a9b86018	BUILD_HASH_ONLY
rv64uzfh-p-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fcvt_w/simulation.log	spike/logs/rv64uzfh-p-fcvt_w.log	isa-build/rv64uzfh-p-fcvt_w	530bc7e7dc7543dd1134c1511bd9f029b6ba8aab8f61392e2a982d747cd20a06	BUILD_HASH_ONLY
rv64uzfh-p-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fdiv/simulation.log	spike/logs/rv64uzfh-p-fdiv.log	isa-build/rv64uzfh-p-fdiv	b213d988a08540a52a5edd5c368b83910706a89f48def77e07098cc52b8499c5	BUILD_HASH_ONLY
rv64uzfh-p-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fmadd/simulation.log	spike/logs/rv64uzfh-p-fmadd.log	isa-build/rv64uzfh-p-fmadd	e0c60ec9052d52ca77e4d85d73b052c92d3d5c5f21d2d9b53a58e64081ba6a24	BUILD_HASH_ONLY
rv64uzfh-p-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-fmin/simulation.log	spike/logs/rv64uzfh-p-fmin.log	isa-build/rv64uzfh-p-fmin	ae88ee3c1ade137351de04fb8341dfefd7d877ffa8582144ed6c701d54f6e472	BUILD_HASH_ONLY
rv64uzfh-p-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-ldst/simulation.log	spike/logs/rv64uzfh-p-ldst.log	isa-build/rv64uzfh-p-ldst	3535d8ad836bf3f127b740a6248fe608fffa5563e6deb7ef5f75753f111d4517	BUILD_HASH_ONLY
rv64uzfh-p-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-move/simulation.log	spike/logs/rv64uzfh-p-move.log	isa-build/rv64uzfh-p-move	ff54eebfa6ebccd0fc696ecedae20f186c3a465ea2fb8b071551b2c0993f3005	BUILD_HASH_ONLY
rv64uzfh-p-recoding	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-p-recoding/simulation.log	spike/logs/rv64uzfh-p-recoding.log	isa-build/rv64uzfh-p-recoding	e2418f50a7624b9dcb35142ecc07a3a43d0e2ab4167f4d45d5689a9ce09b4b9a	BUILD_HASH_ONLY
rv64uzfh-v-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fadd/simulation.log	spike/logs/rv64uzfh-v-fadd.log	isa-build/rv64uzfh-v-fadd	7c8d81504660cd928d903555fd96f885d867b9e275ec2ff4f4760a665d41b079	BUILD_HASH_ONLY
rv64uzfh-v-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fclass/simulation.log	spike/logs/rv64uzfh-v-fclass.log	isa-build/rv64uzfh-v-fclass	c08a1721b2dd013ce16e5bd524e503a619d7167879721caa8cc6c0655ff2281b	BUILD_HASH_ONLY
rv64uzfh-v-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fcmp/simulation.log	spike/logs/rv64uzfh-v-fcmp.log	isa-build/rv64uzfh-v-fcmp	4bda1e811d5a2b9cfdec7b38b50dd71b62fe7790c5cca4bd86b810cf9e9e44e3	BUILD_HASH_ONLY
rv64uzfh-v-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fcvt/simulation.log	spike/logs/rv64uzfh-v-fcvt.log	isa-build/rv64uzfh-v-fcvt	a7fde75f825956822c903ba02c07e1cfb4ed17d8b293e42e94ae74a2d5d3e7f1	BUILD_HASH_ONLY
rv64uzfh-v-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fcvt_w/simulation.log	spike/logs/rv64uzfh-v-fcvt_w.log	isa-build/rv64uzfh-v-fcvt_w	40d42e4fe05bd2eab2c6625d8f87ec3051d19019277994dfaea2993af3ca4eeb	BUILD_HASH_ONLY
rv64uzfh-v-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fdiv/simulation.log	spike/logs/rv64uzfh-v-fdiv.log	isa-build/rv64uzfh-v-fdiv	47599dbaf85248f3835278e29567ff12268dfc5a9cb2fdacece4585b27852808	BUILD_HASH_ONLY
rv64uzfh-v-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fmadd/simulation.log	spike/logs/rv64uzfh-v-fmadd.log	isa-build/rv64uzfh-v-fmadd	63ee930bc5c85983ab9784d7cfbcd493a26326dc0d0aaaf9381c62711a3c0fb9	BUILD_HASH_ONLY
rv64uzfh-v-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-fmin/simulation.log	spike/logs/rv64uzfh-v-fmin.log	isa-build/rv64uzfh-v-fmin	a11c5dd4e527391475410e5441465111b47084e6826bced55cfd79e463e98a34	BUILD_HASH_ONLY
rv64uzfh-v-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-ldst/simulation.log	spike/logs/rv64uzfh-v-ldst.log	isa-build/rv64uzfh-v-ldst	9a45d5c8ff8054febe14b15f4738f02f20f95e8d22cc5875f4dbabdfcb8455cb	BUILD_HASH_ONLY
rv64uzfh-v-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzfh-v-move/simulation.log	spike/logs/rv64uzfh-v-move.log	isa-build/rv64uzfh-v-move	444a1359a4ac19c8c7eb846fe4ec1da5082898146b0287dd6c97d38f446fb18c	BUILD_HASH_ONLY
